weapon_id,weapon_name,weapon_type,weapon_skill,weapon_bal_modifier,weapon_gdp_modifier,weapon_weight,weapon_price,weapon_length,weapon_min_strength,weapon_damage_type,weapon_tier,weapon_hit_points,weapon_description
MELEE-090,Florete,Espadas,ESGRIMA,0,3,1,550,1,6,Perfuração,Comum,10,"Ainda mais leve que o Rapier, o Florete é uma arma extremamente elegante. Muito utilizada em duelos, sempre se mostrou útil no momento de golpear o inimigo."
MELEE-091,Florete,Espadas,ESGRIMA,0,4,0.9,1100,1,6,Perfuração,Boa,20,"Ainda mais leve que o Rapier, o Florete é uma arma extremamente elegante. Muito utilizada em duelos, sempre se mostrou útil no momento de golpear o inimigo."
MELEE-092,Florete,Espadas,ESGRIMA,0,4,0.8,2200,1,6,Perfuração,Superior,30,"Ainda mais leve que o Rapier, o Florete é uma arma extremamente elegante. Muito utilizada em duelos, sempre se mostrou útil no momento de golpear o inimigo."
MELEE-093,Florete,Espadas,ESGRIMA,0,5,0.7,4400,1,6,Perfuração,Excelente,40,"Ainda mais leve que o Rapier, o Florete é uma arma extremamente elegante. Muito utilizada em duelos, sempre se mostrou útil no momento de golpear o inimigo."
MELEE-094,Florete,Espadas,ESGRIMA,0,6,0.6,8800,1,6,Perfuração,Obra-Prima,50,"Ainda mais leve que o Rapier, o Florete é uma arma extremamente elegante. Muito utilizada em duelos, sempre se mostrou útil no momento de golpear o inimigo."
MELEE-095,Sabre,Espadas,ESGRIMA,1,2,1.6,180,1.15,7,"Corte, Perfuração",Comum,10,"Arma extremamente leve e ágil. Seu principal golpe é a estocada, mas a lâmina não está descartada. Não é uma arma muito utilizada, mas seus fas não a trocam por nada."
MELEE-096,Sabre,Espadas,ESGRIMA,2,2,1.5,360,1.15,7,"Corte, Perfuração",Boa,20,"Arma extremamente leve e ágil. Seu principal golpe é a estocada, mas a lâmina não está descartada. Não é uma arma muito utilizada, mas seus fas não a trocam por nada."
MELEE-097,Sabre,Espadas,ESGRIMA,2,3,1.4,720,1.15,7,"Corte, Perfuração",Superior,30,"Arma extremamente leve e ágil. Seu principal golpe é a estocada, mas a lâmina não está descartada. Não é uma arma muito utilizada, mas seus fas não a trocam por nada."
MELEE-098,Sabre,Espadas,ESGRIMA,3,3,1.3,1440,1.15,7,"Corte, Perfuração",Excelente,40,"Arma extremamente leve e ágil. Seu principal golpe é a estocada, mas a lâmina não está descartada. Não é uma arma muito utilizada, mas seus fas não a trocam por nada."
MELEE-099,Sabre,Espadas,ESGRIMA,3,4,1.2,2880,1.15,7,"Corte, Perfuração",Obra-Prima,50,"Arma extremamente leve e ágil. Seu principal golpe é a estocada, mas a lâmina não está descartada. Não é uma arma muito utilizada, mas seus fas não a trocam por nada."
MELEE-100,Espada de Treinamento,Espadas,ESPADAS CURTAS,-1,-1,0.7,50,0.8,7,"Corte, Perfuração",Comum,10,"Versão em madeira para treinamento de tropas. Não é tão eficiente quanto os modelos em metal, mas permite a alguém surpreendido só com ela pelo menos se defender."
MELEE-101,Espada de Treinamento,Espadas,ESPADAS CURTAS,0,-1,0.6,100,0.8,7,"Corte, Perfuração",Boa,20,"Versão em madeira para treinamento de tropas. Não é tão eficiente quanto os modelos em metal, mas permite a alguém surpreendido só com ela pelo menos se defender."
MELEE-102,Espada de Treinamento,Espadas,ESPADAS CURTAS,0,0,0.5,200,0.8,7,"Corte, Perfuração",Superior,30,"Versão em madeira para treinamento de tropas. Não é tão eficiente quanto os modelos em metal, mas permite a alguém surpreendido só com ela pelo menos se defender."
MELEE-103,Espada de Treinamento,Espadas,ESPADAS CURTAS,1,0,0.5,400,0.8,7,"Corte, Perfuração",Excelente,40,"Versão em madeira para treinamento de tropas. Não é tão eficiente quanto os modelos em metal, mas permite a alguém surpreendido só com ela pelo menos se defender."
MELEE-104,Espada de Treinamento,Espadas,ESPADAS CURTAS,1,1,0.5,800,0.8,7,"Corte, Perfuração",Obra-Prima,50,"Versão em madeira para treinamento de tropas. Não é tão eficiente quanto os modelos em metal, mas permite a alguém surpreendido só com ela pelo menos se defender."
MELEE-105,Espada Curta,Espadas,ESPADAS CURTAS,0,0,0.8,120,0.8,7,"Corte, Perfuração",Comum,10,Este é o mais básico dos modelos. Praticamente qualquer um com um mínimo de conhecimento sobre armas sabe lidar com uma destas. É a primeira espada que se aprende a usar.
MELEE-106,Espada Curta,Espadas,ESPADAS CURTAS,1,0,0.7,240,0.8,7,"Corte, Perfuração",Boa,20,Este é o mais básico dos modelos. Praticamente qualquer um com um mínimo de conhecimento sobre armas sabe lidar com uma destas. É a primeira espada que se aprende a usar.
MELEE-107,Espada Curta,Espadas,ESPADAS CURTAS,1,1,0.6,480,0.8,7,"Corte, Perfuração",Superior,30,Este é o mais básico dos modelos. Praticamente qualquer um com um mínimo de conhecimento sobre armas sabe lidar com uma destas. É a primeira espada que se aprende a usar.
MELEE-108,Espada Curta,Espadas,ESPADAS CURTAS,2,1,0.5,960,0.8,7,"Corte, Perfuração",Excelente,40,Este é o mais básico dos modelos. Praticamente qualquer um com um mínimo de conhecimento sobre armas sabe lidar com uma destas. É a primeira espada que se aprende a usar.
MELEE-109,Espada Curta,Espadas,ESPADAS CURTAS,2,2,0.5,1920,0.8,7,"Corte, Perfuração",Obra-Prima,50,Este é o mais básico dos modelos. Praticamente qualquer um com um mínimo de conhecimento sobre armas sabe lidar com uma destas. É a primeira espada que se aprende a usar.
MELEE-110,Gládio,Espadas,ESPADAS CURTAS,0,0,0.8,150,0.8,5,"Corte, Perfuração",Comum,10,"Trata-se de uma espada curta com lâmina um tanto mais larga. Freqüentemente empunhada por gladiadores, esta arma ainda tem muitos adeptos durante a Idade Média."
MELEE-111,Gládio,Espadas,ESPADAS CURTAS,1,0,0.7,300,0.8,5,"Corte, Perfuração",Boa,20,"Trata-se de uma espada curta com lâmina um tanto mais larga. Freqüentemente empunhada por gladiadores, esta arma ainda tem muitos adeptos durante a Idade Média."
MELEE-112,Gládio,Espadas,ESPADAS CURTAS,1,1,0.6,600,0.8,5,"Corte, Perfuração",Superior,30,"Trata-se de uma espada curta com lâmina um tanto mais larga. Freqüentemente empunhada por gladiadores, esta arma ainda tem muitos adeptos durante a Idade Média."
MELEE-113,Gládio,Espadas,ESPADAS CURTAS,2,1,0.5,1200,0.8,5,"Corte, Perfuração",Excelente,40,"Trata-se de uma espada curta com lâmina um tanto mais larga. Freqüentemente empunhada por gladiadores, esta arma ainda tem muitos adeptos durante a Idade Média."
MELEE-114,Gládio,Espadas,ESPADAS CURTAS,2,2,0.5,2400,0.8,5,"Corte, Perfuração",Obra-Prima,50,"Trata-se de uma espada curta com lâmina um tanto mais larga. Freqüentemente empunhada por gladiadores, esta arma ainda tem muitos adeptos durante a Idade Média."
MELEE-115,Wakizashi,Espadas,ESPADAS CURTAS,0,0,0.8,500,0.7,6,"Corte, Perfuração",Comum,10,"Arma secundária dos samurais especializados em uso de katana com apenas uma mão. Possui um desenho parecido, mas as dimensões são reduzidas."
MELEE-116,Wakizashi,Espadas,ESPADAS CURTAS,1,0,0.7,1000,0.7,6,"Corte, Perfuração",Boa,20,"Arma secundária dos samurais especializados em uso de katana com apenas uma mão. Possui um desenho parecido, mas as dimensões são reduzidas."
MELEE-117,Wakizashi,Espadas,ESPADAS CURTAS,1,1,0.6,2000,0.7,6,"Corte, Perfuração",Superior,30,"Arma secundária dos samurais especializados em uso de katana com apenas uma mão. Possui um desenho parecido, mas as dimensões são reduzidas."
MELEE-118,Wakizashi,Espadas,ESPADAS CURTAS,2,1,0.5,4000,0.7,6,"Corte, Perfuração",Excelente,40,"Arma secundária dos samurais especializados em uso de katana com apenas uma mão. Possui um desenho parecido, mas as dimensões são reduzidas."
MELEE-119,Wakizashi,Espadas,ESPADAS CURTAS,2,2,0.5,8000,0.7,6,"Corte, Perfuração",Obra-Prima,50,"Arma secundária dos samurais especializados em uso de katana com apenas uma mão. Possui um desenho parecido, mas as dimensões são reduzidas."
MELEE-120,Cimitarra Curta,Espadas,ESPADAS CURTAS,0,0,0.8,220,0.95,9,"Corte, Perfuração",Comum,10,Versão mais curta e mais rápida da típica espada das mil e uma noites (mais ágil e veloz). O golpe com apenas uma mão é regra nesta arma.
MELEE-121,Cimitarra Curta,Espadas,ESPADAS CURTAS,1,0,0.7,440,0.95,9,"Corte, Perfuração",Boa,20,Versão mais curta e mais rápida da típica espada das mil e uma noites (mais ágil e veloz). O golpe com apenas uma mão é regra nesta arma.
MELEE-122,Cimitarra Curta,Espadas,ESPADAS CURTAS,1,1,0.6,880,0.95,9,"Corte, Perfuração",Superior,30,Versão mais curta e mais rápida da típica espada das mil e uma noites (mais ágil e veloz). O golpe com apenas uma mão é regra nesta arma.
MELEE-123,Cimitarra Curta,Espadas,ESPADAS CURTAS,2,1,0.5,1760,0.95,9,"Corte, Perfuração",Excelente,40,Versão mais curta e mais rápida da típica espada das mil e uma noites (mais ágil e veloz). O golpe com apenas uma mão é regra nesta arma.
MELEE-124,Cimitarra Curta,Espadas,ESPADAS CURTAS,2,2,0.5,3520,0.95,9,"Corte, Perfuração",Obra-Prima,50,Versão mais curta e mais rápida da típica espada das mil e uma noites (mais ágil e veloz). O golpe com apenas uma mão é regra nesta arma.
MELEE-125,Espada Bastarda de Duas Mãos,Espadas,ESPADAS DE DUAS MÃOS,3,0,7,1000,1.6,12,"Corte, Perfuração",Comum,10,Espada dos cavaleiros das cruzadas. É a menina dos olhos de qualquer guerreiro. Seu enorme peso impede que pessoas com força mediana a usem.
MELEE-126,Espada Bastarda de Duas Mãos,Espadas,ESPADAS DE DUAS MÃOS,4,0,6.9,2000,1.6,12,"Corte, Perfuração",Boa,20,Espada dos cavaleiros das cruzadas. É a menina dos olhos de qualquer guerreiro. Seu enorme peso impede que pessoas com força mediana a usem.
MELEE-127,Espada Bastarda de Duas Mãos,Espadas,ESPADAS DE DUAS MÃOS,4,1,6.8,4000,1.6,12,"Corte, Perfuração",Superior,30,Espada dos cavaleiros das cruzadas. É a menina dos olhos de qualquer guerreiro. Seu enorme peso impede que pessoas com força mediana a usem.
MELEE-128,Espada Bastarda de Duas Mãos,Espadas,ESPADAS DE DUAS MÃOS,5,1,6.7,8000,1.6,12,"Corte, Perfuração",Excelente,40,Espada dos cavaleiros das cruzadas. É a menina dos olhos de qualquer guerreiro. Seu enorme peso impede que pessoas com força mediana a usem.
MELEE-129,Espada Bastarda de Duas Mãos,Espadas,ESPADAS DE DUAS MÃOS,5,2,6.6,16000,1.6,12,"Corte, Perfuração",Obra-Prima,50,Espada dos cavaleiros das cruzadas. É a menina dos olhos de qualquer guerreiro. Seu enorme peso impede que pessoas com força mediana a usem.
MELEE-130,Claymore,Espadas,ESPADAS DE DUAS MÃOS,3,0,6,1000,1.6,12,"Corte, Perfuração",Comum,10,É uma arma escocesa. Suas dimensões são intermediárias entre uma espada longa e uma espada bastarda. Foi muito utilizada por escoceses contra os ingleses nos séculos XIII e XIV.
MELEE-131,Claymore,Espadas,ESPADAS DE DUAS MÃOS,4,0,5.9,2000,1.6,12,"Corte, Perfuração",Boa,20,É uma arma escocesa. Suas dimensões são intermediárias entre uma espada longa e uma espada bastarda. Foi muito utilizada por escoceses contra os ingleses nos séculos XIII e XIV.
MELEE-132,Claymore,Espadas,ESPADAS DE DUAS MÃOS,4,1,5.8,4000,1.6,12,"Corte, Perfuração",Superior,30,É uma arma escocesa. Suas dimensões são intermediárias entre uma espada longa e uma espada bastarda. Foi muito utilizada por escoceses contra os ingleses nos séculos XIII e XIV.
MELEE-133,Claymore,Espadas,ESPADAS DE DUAS MÃOS,5,1,5.7,8000,1.6,12,"Corte, Perfuração",Excelente,40,É uma arma escocesa. Suas dimensões são intermediárias entre uma espada longa e uma espada bastarda. Foi muito utilizada por escoceses contra os ingleses nos séculos XIII e XIV.
MELEE-134,Claymore,Espadas,ESPADAS DE DUAS MÃOS,5,2,5.6,16000,1.6,12,"Corte, Perfuração",Obra-Prima,50,É uma arma escocesa. Suas dimensões são intermediárias entre uma espada longa e uma espada bastarda. Foi muito utilizada por escoceses contra os ingleses nos séculos XIII e XIV.
MELEE-135,Flamberge,Espadas,ESPADAS DE DUAS MÃOS,4,0,6,1500,1.6,12,"Corte, Perfuração",Comum,10,"Espada de grandes dimensões, com uma haste semelhante a de uma montante, mas com lâmina ondulada e dimensões menores."
MELEE-136,Flamberge,Espadas,ESPADAS DE DUAS MÃOS,5,0,5.9,3000,1.6,12,"Corte, Perfuração",Boa,20,"Espada de grandes dimensões, com uma haste semelhante a de uma montante, mas com lâmina ondulada e dimensões menores."
MELEE-137,Flamberge,Espadas,ESPADAS DE DUAS MÃOS,5,1,5.8,6000,1.6,12,"Corte, Perfuração",Superior,30,"Espada de grandes dimensões, com uma haste semelhante a de uma montante, mas com lâmina ondulada e dimensões menores."
MELEE-138,Flamberge,Espadas,ESPADAS DE DUAS MÃOS,6,1,5.7,12000,1.6,12,"Corte, Perfuração",Excelente,40,"Espada de grandes dimensões, com uma haste semelhante a de uma montante, mas com lâmina ondulada e dimensões menores."
MELEE-139,Flamberge,Espadas,ESPADAS DE DUAS MÃOS,6,2,5.6,24000,1.6,12,"Corte, Perfuração",Obra-Prima,50,"Espada de grandes dimensões, com uma haste semelhante a de uma montante, mas com lâmina ondulada e dimensões menores."
MELEE-140,Montante,Espadas,ESPADAS DE DUAS MÃOS,5,0,10,1500,2,14,"Corte, Perfuração",Comum,10,"Possui em haste entre a lâmina e o cabo para dar melhor equilíbrio. O combatente gira praticamente todo seu corpo para ganhar velocidade e só então golpeia, usando o peso."
MELEE-141,Montante,Espadas,ESPADAS DE DUAS MÃOS,6,0,9.9,3000,2,14,"Corte, Perfuração",Boa,20,"Possui em haste entre a lâmina e o cabo para dar melhor equilíbrio. O combatente gira praticamente todo seu corpo para ganhar velocidade e só então golpeia, usando o peso."
MELEE-142,Montante,Espadas,ESPADAS DE DUAS MÃOS,6,1,9.8,6000,2,14,"Corte, Perfuração",Superior,30,"Possui em haste entre a lâmina e o cabo para dar melhor equilíbrio. O combatente gira praticamente todo seu corpo para ganhar velocidade e só então golpeia, usando o peso."
MELEE-143,Montante,Espadas,ESPADAS DE DUAS MÃOS,7,1,9.7,12000,2,14,"Corte, Perfuração",Excelente,40,"Possui em haste entre a lâmina e o cabo para dar melhor equilíbrio. O combatente gira praticamente todo seu corpo para ganhar velocidade e só então golpeia, usando o peso."
MELEE-144,Montante,Espadas,ESPADAS DE DUAS MÃOS,7,2,9.6,24000,2,14,"Corte, Perfuração",Obra-Prima,50,"Possui em haste entre a lâmina e o cabo para dar melhor equilíbrio. O combatente gira praticamente todo seu corpo para ganhar velocidade e só então golpeia, usando o peso."
MELEE-145,No Dachi,Espadas,ESPADAS DE DUAS MÃOS,3,0,7,1000,1.6,12,"Corte, Perfuração",Comum,10,"No dachi não é o nome específico da arma, mas de qualquer espada longa apenas embainhada de forma a aterrorizar o inimigo. Ela não tem função de combate, salvo em raros casos."
MELEE-146,No Dachi,Espadas,ESPADAS DE DUAS MÃOS,4,0,6.9,2000,1.6,12,"Corte, Perfuração",Boa,20,"No dachi não é o nome específico da arma, mas de qualquer espada longa apenas embainhada de forma a aterrorizar o inimigo. Ela não tem função de combate, salvo em raros casos."
MELEE-147,No Dachi,Espadas,ESPADAS DE DUAS MÃOS,4,1,6.8,4000,1.6,12,"Corte, Perfuração",Superior,30,"No dachi não é o nome específico da arma, mas de qualquer espada longa apenas embainhada de forma a aterrorizar o inimigo. Ela não tem função de combate, salvo em raros casos."
MELEE-148,No Dachi,Espadas,ESPADAS DE DUAS MÃOS,5,1,6.7,8000,1.6,12,"Corte, Perfuração",Excelente,40,"No dachi não é o nome específico da arma, mas de qualquer espada longa apenas embainhada de forma a aterrorizar o inimigo. Ela não tem função de combate, salvo em raros casos."
MELEE-149,No Dachi,Espadas,ESPADAS DE DUAS MÃOS,5,2,6.6,16000,1.6,12,"Corte, Perfuração",Obra-Prima,50,"No dachi não é o nome específico da arma, mas de qualquer espada longa apenas embainhada de forma a aterrorizar o inimigo. Ela não tem função de combate, salvo em raros casos."
MELEE-150,Cimitarra Longa,Espadas,ESPADAS DE DUAS MÃOS,1,1,4,300,1.3,11,"Corte, Perfuração",Comum,10,"Tradicional arma de origem árabe. Tem uma ponta larga, porém afiada. A técnica básica é de duas mãos, mas aceita alguns golpes comm apenas uma."
MELEE-151,Cimitarra Longa,Espadas,ESPADAS DE DUAS MÃOS,2,1,3.9,600,1.3,11,"Corte, Perfuração",Boa,20,"Tradicional arma de origem árabe. Tem uma ponta larga, porém afiada. A técnica básica é de duas mãos, mas aceita alguns golpes comm apenas uma."
MELEE-152,Cimitarra Longa,Espadas,ESPADAS DE DUAS MÃOS,2,2,3.8,1200,1.3,11,"Corte, Perfuração",Superior,30,"Tradicional arma de origem árabe. Tem uma ponta larga, porém afiada. A técnica básica é de duas mãos, mas aceita alguns golpes comm apenas uma."
MELEE-153,Cimitarra Longa,Espadas,ESPADAS DE DUAS MÃOS,3,2,3.7,2400,1.3,11,"Corte, Perfuração",Excelente,40,"Tradicional arma de origem árabe. Tem uma ponta larga, porém afiada. A técnica básica é de duas mãos, mas aceita alguns golpes comm apenas uma."
MELEE-154,Cimitarra Longa,Espadas,ESPADAS DE DUAS MÃOS,3,3,3.6,4800,1.3,11,"Corte, Perfuração",Obra-Prima,50,"Tradicional arma de origem árabe. Tem uma ponta larga, porém afiada. A técnica básica é de duas mãos, mas aceita alguns golpes comm apenas uma."
MELEE-155,Espada Longa,Espadas,ESPADAS LONGAS,1,1,3,600,1.1,8,"Corte, Perfuração",Comum,10,"Versão mais alongada, só é utilizada por combatentes mais experientes. Ela pode ser usada com uma ou duas mãos."
MELEE-156,Espada Longa,Espadas,ESPADAS LONGAS,2,1,2.9,1200,1.1,8,"Corte, Perfuração",Boa,20,"Versão mais alongada, só é utilizada por combatentes mais experientes. Ela pode ser usada com uma ou duas mãos."
MELEE-157,Espada Longa,Espadas,ESPADAS LONGAS,2,2,2.8,2400,1.1,8,"Corte, Perfuração",Superior,30,"Versão mais alongada, só é utilizada por combatentes mais experientes. Ela pode ser usada com uma ou duas mãos."
MELEE-158,Espada Longa,Espadas,ESPADAS LONGAS,3,2,2.7,4800,1.1,8,"Corte, Perfuração",Excelente,40,"Versão mais alongada, só é utilizada por combatentes mais experientes. Ela pode ser usada com uma ou duas mãos."
MELEE-159,Espada Longa,Espadas,ESPADAS LONGAS,3,3,2.6,9600,1.1,8,"Corte, Perfuração",Obra-Prima,50,"Versão mais alongada, só é utilizada por combatentes mais experientes. Ela pode ser usada com uma ou duas mãos."
MELEE-160,Broadsword,Espadas,ESPADAS LONGAS,2,0,3.5,600,1.1,10,"Corte, Perfuração",Comum,10,"Possui uma lâmina larga e pesada. A ausência de uma guarda entre o cabo e a lâmina mostra que o principal golpe é de corte, não de perfuração."
MELEE-161,Broadsword,Espadas,ESPADAS LONGAS,3,0,3.4,1200,1.1,10,"Corte, Perfuração",Boa,20,"Possui uma lâmina larga e pesada. A ausência de uma guarda entre o cabo e a lâmina mostra que o principal golpe é de corte, não de perfuração."
MELEE-162,Broadsword,Espadas,ESPADAS LONGAS,3,1,3.3,2400,1.1,10,"Corte, Perfuração",Superior,30,"Possui uma lâmina larga e pesada. A ausência de uma guarda entre o cabo e a lâmina mostra que o principal golpe é de corte, não de perfuração."
MELEE-163,Broadsword,Espadas,ESPADAS LONGAS,4,1,3.2,4800,1.1,10,"Corte, Perfuração",Excelente,40,"Possui uma lâmina larga e pesada. A ausência de uma guarda entre o cabo e a lâmina mostra que o principal golpe é de corte, não de perfuração."
MELEE-164,Broadsword,Espadas,ESPADAS LONGAS,4,2,3.1,9600,1.1,10,"Corte, Perfuração",Obra-Prima,50,"Possui uma lâmina larga e pesada. A ausência de uma guarda entre o cabo e a lâmina mostra que o principal golpe é de corte, não de perfuração."
MELEE-165,Espada Bastarda,Espadas,ESPADAS LONGAS,2,0,5,450,1.35,10,"Corte, Perfuração",Comum,10,"Permite uma técnica mais apurada, podendo ser usada com uma ou duas mãos. Era uma das preferidas pelos guerreiros medievais."
MELEE-166,Espada Bastarda,Espadas,ESPADAS LONGAS,3,0,4.9,900,1.35,10,"Corte, Perfuração",Boa,20,"Permite uma técnica mais apurada, podendo ser usada com uma ou duas mãos. Era uma das preferidas pelos guerreiros medievais."
MELEE-167,Espada Bastarda,Espadas,ESPADAS LONGAS,3,1,4.8,1800,1.35,10,"Corte, Perfuração",Superior,30,"Permite uma técnica mais apurada, podendo ser usada com uma ou duas mãos. Era uma das preferidas pelos guerreiros medievais."
MELEE-168,Espada Bastarda,Espadas,ESPADAS LONGAS,4,1,4.7,3600,1.35,10,"Corte, Perfuração",Excelente,40,"Permite uma técnica mais apurada, podendo ser usada com uma ou duas mãos. Era uma das preferidas pelos guerreiros medievais."
MELEE-169,Espada Bastarda,Espadas,ESPADAS LONGAS,4,2,4.6,7200,1.35,10,"Corte, Perfuração",Obra-Prima,50,"Permite uma técnica mais apurada, podendo ser usada com uma ou duas mãos. Era uma das preferidas pelos guerreiros medievais."
MELEE-170,Katana,Espadas,ESPADAS LONGAS,2,2,2.5,1000,1.1,9,"Corte, Perfuração",Comum,10,A katana é a espada dos samurais. Ela era confeccionada exclusivamente para uso do dono. Suas medidas eram projetadas para o corpo do samurai. Isto fazia dela uma arma única. Era construída com aço da mais alta qualidade existente e forjada centenas de vezes de modo a garantir altíssima resitência. Sua utilização envolve diversos procedimentos e rituais. O simples toque em uma lâmina significa a morte para quem o fez. Pode ser empunhada com uma ou duas mãos.
MELEE-171,Katana,Espadas,ESPADAS LONGAS,3,2,2.4,2000,1.1,9,"Corte, Perfuração",Boa,20,A katana é a espada dos samurais. Ela era confeccionada exclusivamente para uso do dono. Suas medidas eram projetadas para o corpo do samurai. Isto fazia dela uma arma única. Era construída com aço da mais alta qualidade existente e forjada centenas de vezes de modo a garantir altíssima resitência. Sua utilização envolve diversos procedimentos e rituais. O simples toque em uma lâmina significa a morte para quem o fez. Pode ser empunhada com uma ou duas mãos.
MELEE-172,Katana,Espadas,ESPADAS LONGAS,3,3,2.3,4000,1.1,9,"Corte, Perfuração",Superior,30,A katana é a espada dos samurais. Ela era confeccionada exclusivamente para uso do dono. Suas medidas eram projetadas para o corpo do samurai. Isto fazia dela uma arma única. Era construída com aço da mais alta qualidade existente e forjada centenas de vezes de modo a garantir altíssima resitência. Sua utilização envolve diversos procedimentos e rituais. O simples toque em uma lâmina significa a morte para quem o fez. Pode ser empunhada com uma ou duas mãos.
MELEE-173,Katana,Espadas,ESPADAS LONGAS,4,3,2.2,8000,1.1,9,"Corte, Perfuração",Excelente,40,A katana é a espada dos samurais. Ela era confeccionada exclusivamente para uso do dono. Suas medidas eram projetadas para o corpo do samurai. Isto fazia dela uma arma única. Era construída com aço da mais alta qualidade existente e forjada centenas de vezes de modo a garantir altíssima resitência. Sua utilização envolve diversos procedimentos e rituais. O simples toque em uma lâmina significa a morte para quem o fez. Pode ser empunhada com uma ou duas mãos.
MELEE-174,Katana,Espadas,ESPADAS LONGAS,4,4,2.1,16000,1.1,9,"Corte, Perfuração",Obra-Prima,50,A katana é a espada dos samurais. Ela era confeccionada exclusivamente para uso do dono. Suas medidas eram projetadas para o corpo do samurai. Isto fazia dela uma arma única. Era construída com aço da mais alta qualidade existente e forjada centenas de vezes de modo a garantir altíssima resitência. Sua utilização envolve diversos procedimentos e rituais. O simples toque em uma lâmina significa a morte para quem o fez. Pode ser empunhada com uma ou duas mãos.
MELEE-175,Kopesh,Espadas,ESPADAS LONGAS,1,1,3,150,1.1,8,"Corte, Perfuração",Comum,10,"Esta é mais uma obra da escola turca de espadas. Tem a típica lâmina larga, ponta afiada e balanceamento raramente igualado. Este modelo é dos mais populares."
